"","Date","X.tx","Vol","mean_tx","mean_tdiff","var_tdiff","Transaction","Open_price","High_price","Low_Price","Close_Price","Ex_volume","Wt_Price","log_txcount","pricedelta","log_txcount_lag","pricedelta_lag","Ex_volume_lag","Ex_volume_lag.1","Transaction_lag","Wt_Price_lag","High_price_lag","ID"
"19","8/4/2010",357,3.36365e+12,9421974790,8930216.283,535610258.4,0,0.06229,0.06231,0.057,0.057,3494,0.060322012,5.87773578177964,-0.00529,6.53087762772588,0,9821.46,9821.46,0,0.061706273,0.065,18
"20","8/5/2010",807,4.0802e+12,5056011152,8842954.808,267508794.8,0,0.0581,0.061,0.058,0.061,5034.07,0.06031086,6.69332366826995,0.0029,5.87773578177964,-0.00529,3494,3494,0,0.060322012,0.06231,19
"21","8/6/2010",408,1.8582e+12,4554414216,8772989.544,808629017.4,0,0.062,0.0624,0.0607,0.0623,1395,0.061582796,6.01126717440416,0.000300000000000002,6.69332366826995,0.0029,5034.07,5034.07,0,0.06031086,0.061,20
"22","8/7/2010",389,2.52729e+12,6496894602,8688523.617,848097028.2,2.31,0.0608,0.0622,0.059,0.059,2619,0.06007667,5.96357934361845,-0.0018,6.01126717440416,0.000300000000000002,1395,1395,0,0.061582796,0.0624,21
"23","8/8/2010",323,1.03351e+12,3199705882,8587728.22,704150093.8,0,0.059,0.061,0.059,0.0609,2201,0.060243253,5.77765232322266,0.00190000000000001,5.96357934361845,-0.0018,2619,2619,2.31,0.06007667,0.0622,22
"24","8/9/2010",1400,7.73632e+12,5525944286,8491736.309,222959196.6,0,0.06091,0.0735,0.0593,0.071,13631.09,0.065066896,7.24422751560335,0.01009,5.77765232322266,0.00190000000000001,2201,2201,0,0.060243253,0.061,23
"25","8/10/2010",289,3.38719e+12,11720363322,8423306.495,568306524.3,4.32,0.068,0.0709,0.06651,0.07,1310.39,0.067822276,5.66642668811243,0.002,7.24422751560335,0.01009,13631.09,13631.09,0,0.065066896,0.0735,24
"26","8/11/2010",383,5.48874e+12,14330916449,8339433.512,345927365.8,0,0.06,0.07541,0.06,0.067,14061.18,0.072230189,5.94803498918065,0.00700000000000001,5.66642668811243,0.002,1310.39,1310.39,4.32,0.067822276,0.0709,25
"27","8/12/2010",260,1.57028e+12,6039550000,8259873.85,662990802.6,0,0.068,0.07,0.06141,0.07,2062.31,0.065211937,5.56068163101553,0.002,5.94803498918065,0.00700000000000001,14061.18,14061.18,0,0.072230189,0.07541,26
"28","8/13/2010",689,3.50626e+12,5088910015,8197073.775,505909447.2,0,0.0665,0.068,0.0645,0.0645,3591.77,0.065093376,6.53524127101366,-0.002,5.56068163101553,0.002,2062.31,2062.31,0,0.065211937,0.07,27
"29","8/14/2010",434,1.62017e+12,3733119816,8098464.429,400883785.4,0,0.0655,0.0695,0.0645,0.067,4404.2,0.06705156,6.07304453410041,0.0015,6.53524127101366,-0.002,3591.77,3591.77,0,0.065093376,0.068,28
"30","8/15/2010",237,1.69166e+12,7137797468,8037606.215,407565599.4,0,0.067,0.067,0.065,0.06529,4462.866,0.066089654,5.46806014113513,-0.00171,6.07304453410041,0.0015,4404.2,4404.2,0,0.06705156,0.0695,29
"31","8/16/2010",635,6.91749e+12,10893681890,7933043.572,694532098.4,0,0.06319,0.0679,0.062,0.0655,10731.468,0.064930776,6.45362499889269,0.00231000000000001,5.46806014113513,-0.00171,4462.866,4462.866,0,0.066089654,0.067,30
"32","8/17/2010",292,4.9996e+12,17121914384,7853412.993,630357295.8,0.67,0.0655,0.0769,0.06243,0.07,13185.74,0.069393171,5.67675380226828,0.0045,6.45362499889269,0.00231000000000001,10731.468,10731.468,0,0.064930776,0.0679,31
"33","8/18/2010",1302,3.73885e+12,2871620584,7794342.661,518768599.8,1.56,0.06999,0.0733,0.067,0.068,2953.975,0.069001375,7.17165682276851,-0.00198999999999999,5.67675380226828,0.0045,13185.74,13185.74,0.67,0.069393171,0.0769,32
"34","8/19/2010",271,2.04021e+12,7528450185,7690787.081,482316039.2,0,0.0679,0.0679,0.0667,0.0667,741.115,0.06752327,5.6021188208797,-0.00120000000000001,7.17165682276851,-0.00198999999999999,2953.975,2953.975,1.56,0.069001375,0.0733,33
"35","8/20/2010",388,2.95784e+12,7623301546,7604662.668,493412502.9,0,0.0667,0.0667,0.065,0.0655,4199.747,0.065816062,5.96100533962327,-0.00119999999999999,5.6021188208797,-0.00120000000000001,741.115,741.115,0,0.06752327,0.0679,34
"36","8/21/2010",286,3.86783e+12,13523884615,7523249.892,413338595.9,0,0.0655,0.0669,0.0644,0.0664,10443.86,0.065925318,5.65599181081985,0.000899999999999998,5.96100533962327,-0.00119999999999999,4199.747,4199.747,0,0.065816062,0.0667,35
"37","8/22/2010",322,2.04182e+12,6341052795,7443896.618,550191557.9,0,0.065,0.0664,0.0612,0.066,18648.972,0.06346953,5.77455154554441,0.001,5.65599181081985,0.000899999999999998,10443.86,10443.86,0,0.065925318,0.0669,36
"38","8/23/2010",338,1.77761e+12,5259204142,7351217.953,333714033.6,0,0.066,0.06689,0.063,0.06491,4297.49,0.065591129,5.82304589548302,-0.00109000000000001,5.77455154554441,0.001,18648.972,18648.972,0,0.06346953,0.0664,37
"39","8/24/2010",753,2.10939e+12,2801316069,7248030.248,259413148.5,0,0.06491,0.0665,0.06491,0.065,6711.757,0.066250274,6.62406522779989,9.00000000000067e-05,5.82304589548302,-0.00109000000000001,4297.49,4297.49,0,0.065591129,0.06689,38
"40","8/25/2010",230,1.59111e+12,6917869565,7182667.487,508103515.8,0.8,0.06499,0.0665,0.0641,0.0648,4228.88,0.065942113,5.4380793089232,-0.00019000000000001,6.62406522779989,9.00000000000067e-05,6711.757,6711.757,0,0.066250274,0.0665,39
"41","8/26/2010",404,1.42478e+12,3526680693,7164566.644,64000148.96,0,0.06482,0.0658,0.064,0.064,3870.01,0.065003198,6.00141487796115,-0.000820000000000001,5.4380793089232,-0.00019000000000001,4228.88,4228.88,0.8,0.065942113,0.0665,40
"42","8/27/2010",255,2.86973e+12,11253843137,7166747.282,44463234.47,0,0.064,0.065,0.063,0.065,9009.973,0.064784724,5.54126354515843,0.001,6.00141487796115,-0.000820000000000001,3870.01,3870.01,0,0.065003198,0.0658,41
"43","8/28/2010",355,1.66295e+12,4684371829,7119144.434,507004295.4,5e-07,0.065,0.065,0.0641,0.0641,6174.005,0.064699132,5.87211778947542,-0.000899999999999998,5.54126354515843,0.001,9009.973,9009.973,0,0.064784724,0.065,42
"44","8/29/2010",168,8.60459e+11,5121779762,7031044.994,437332817.1,0.1400006,0.0647,0.0648,0.064,0.064,3173.402,0.064560126,5.12396397940326,-0.000699999999999992,5.87211778947542,-0.000899999999999998,6174.005,6174.005,5e-07,0.064699132,0.065,43
"45","8/30/2010",352,1.38389e+12,3931508523,6948549.068,448915311.4,0.4,0.0646,0.069,0.03211,0.06497,34193.138,0.062439327,5.8636311755981,0.000369999999999995,5.12396397940326,-0.000699999999999992,3173.402,3173.402,0.1400006,0.064560126,0.0648,44
"46","8/31/2010",769,4.0153e+12,5221453836,6889832.51,443586814.8,0.2000003,0.06411,0.0649,0.06,0.06,14886.907,0.062687898,6.64509096950564,-0.00411,5.8636311755981,0.000369999999999995,34193.138,34193.138,0.4,0.062439327,0.069,45
"47","9/1/2010",548,2.87576e+12,5247735401,6803284.055,345086872.2,0.1300001,0.062,0.0629,0.05961,0.0629,7164.722,0.060955624,6.30627528694802,0.000899999999999998,6.64509096950564,-0.00411,14886.907,14886.907,0.2000003,0.062687898,0.0649,46
"48","9/2/2010",345,3.47367e+12,10068608696,6715459.6,558415992.3,1e-07,0.061,0.0634,0.0601,0.0634,8150.73,0.061218635,5.84354441703136,0.0024,6.30627528694802,0.000899999999999998,7164.722,7164.722,0.1300001,0.060955624,0.0629,47
"49","9/3/2010",245,2.98563e+12,12186261224,6636053.265,550112692,0,0.061,0.063,0.06085,0.06085,892,0.061222253,5.50125821054473,-0.000149999999999997,5.84354441703136,0.0024,8150.73,8150.73,1e-07,0.061218635,0.0634,48
"50","9/4/2010",205,3.00264e+12,14647004878,6546797.82,262905206,0,0.06125,0.06238,0.0612,0.06238,3301,0.061274274,5.32300997913841,0.00113,5.50125821054473,-0.000149999999999997,892,892,0,0.061222253,0.063,49
"51","9/5/2010",299,1.3721e+13,45889535117,6481723.582,504104769.2,0.01,0.06245,0.064,0.0605,0.0616,8459.24,0.062413344,5.70044357339069,-0.000849999999999997,5.32300997913841,0.00113,3301,3301,0,0.061274274,0.06238,50
"52","9/6/2010",271,7.56021e+12,27897468634,6396804.48,340045293.9,1e-07,0.0627,0.0627,0.0616,0.0616,910,0.061679121,5.6021188208797,-0.0011,5.70044357339069,-0.000849999999999997,8459.24,8459.24,0.01,0.062413344,0.064,51
"53","9/7/2010",219,1.82413e+12,8329342466,6314824.959,334994476,0,0.0616,0.06201,0.0603,0.061,3457.192,0.06142333,5.3890717298165,-0.000600000000000003,5.6021188208797,-0.0011,910,910,1e-07,0.061679121,0.0627,52
"54","9/8/2010",293,1.76478e+12,6023143344,6226281.949,496017419.9,2e-07,0.061,0.062,0.06099,0.062,2345.41,0.061125739,5.68017260901707,0.001,5.3890717298165,-0.000600000000000003,3457.192,3457.192,0,0.06142333,0.06201,53
"55","9/9/2010",337,3.41677e+12,10138798219,6145980.846,467092354.6,0.11,0.0611,0.0624,0.06109,0.06111,1733.502,0.062114683,5.82008293035236,9.99999999999612e-06,5.68017260901707,0.001,2345.41,2345.41,2e-07,0.061125739,0.062,54
"56","9/10/2010",309,1.41733e+12,4586838187,6076820.46,648191452.5,2e-07,0.061,0.0618,0.06014,0.0618,4939.788,0.061094959,5.73334127689775,0.000800000000000002,5.82008293035236,9.99999999999612e-06,1733.502,1733.502,0.11,0.062114683,0.0624,55
"57","9/11/2010",228,1.02184e+12,4481758772,5973831.684,515479646.3,0,0.0619,0.065,0.0619,0.06366,7749.14,0.063386695,5.42934562895444,0.00176,5.73334127689775,0.000800000000000002,4939.788,4939.788,2e-07,0.061094959,0.0618,56
"58","9/12/2010",495,1.85674e+12,3750985859,5884105.709,571667667,0.15,0.0621,0.0621,0.0615,0.0615,793.88,0.061705467,6.20455776256869,-0.000600000000000003,5.42934562895444,0.00176,7749.14,7749.14,0,0.063386695,0.065,57
"59","9/13/2010",493,1.17178e+13,23768342799,5806386.609,535060243.4,0,0.06199,0.064,0.0607,0.06219,10076.336,0.062740658,6.20050917404269,0.000199999999999999,6.20455776256869,-0.000600000000000003,793.88,793.88,0.15,0.061705467,0.0621,58
"60","9/14/2010",404,3.02941e+12,7498533269,5720220.057,491150167.6,0.00960362,0.062,0.175,0.061,0.06199,14014.808,0.062559208,6.00141487796115,-9.99999999999612e-06,6.20050917404269,0.000199999999999999,10076.336,10076.336,0,0.062740658,0.064,59
"61","9/15/2010",463,3.99136e+12,8620637235,5646452.14,448543745.3,0,0.0625,0.0625,0.0604,0.0604,3651.85,0.06113922,6.13772705408623,-0.0021,6.00141487796115,-9.99999999999612e-06,14014.808,14014.808,0.00960362,0.062559208,0.175,60
"62","9/16/2010",413,3.45835e+12,8373731235,5554697.412,606366119.7,0,0.0618,0.0619,0.0618,0.0619,730,0.061874795,6.02344759296103,9.99999999999959e-05,6.13772705408623,-0.0021,3651.85,3651.85,0,0.06113922,0.0625,61
"63","9/17/2010",772,7.52981e+12,9753643782,5447418.256,178545692.9,0,0.06089,0.0609,0.059,0.059,7262,0.060443783,6.64898455002478,-0.00189,6.02344759296103,9.99999999999959e-05,730,730,0,0.061874795,0.0619,62
"64","9/18/2010",307,4.36226e+12,14209309446,5390754.967,648385125.3,0.18,0.059,0.061,0.05761,0.061,7092.609,0.060309978,5.7268477475872,0.002,6.64898455002478,-0.00189,7262,7262,0,0.060443783,0.0609,63
"65","9/19/2010",381,5.11313e+12,13420278111,5298268.596,508680130.1,0,0.06091,0.0627,0.06,0.0627,12852.17,0.062040926,5.9427993751267,0.00179000000000001,5.7268477475872,0.002,7092.609,7092.609,0.18,0.060309978,0.061,64
"66","9/20/2010",496,4.15531e+12,8377641129,5215274.282,560461284,0,0.0621,0.0634,0.062,0.0621,14307.94,0.062286229,6.20657592672493,0,5.9427993751267,0.00179000000000001,12852.17,12852.17,0,0.062040926,0.0627,65
"67","9/21/2010",1121,2.77117e+12,2472048171,5135534.857,478559180.6,1e-07,0.06309,0.0633,0.0623,0.06265,5735.946,0.062730231,7.02197642307216,-0.000439999999999996,6.20657592672493,0,14307.94,14307.94,0,0.062286229,0.0634,66
"68","9/22/2010",859,4.46855e+12,5202036088,5073422.381,653446957.1,0,0.0624,0.0624,0.06147,0.0622,11560.4,0.062050195,6.75576892198425,-0.000199999999999999,7.02197642307216,-0.000439999999999996,5735.946,5735.946,1e-07,0.062730231,0.0633,67
"69","9/23/2010",750,1.26598e+13,16879705333,4991197.784,664744819.6,0,0.0621,0.063,0.0615,0.06231,15505.33,0.062565135,6.62007320653036,0.000209999999999995,6.75576892198425,-0.000199999999999999,11560.4,11560.4,0,0.062050195,0.0624,68
"70","9/24/2010",468,1.93439e+12,4133303419,4900152.885,430746134.6,0,0.06209,0.0624,0.06209,0.0622,684.375,0.062330009,6.14846829591765,0.000109999999999999,6.62007320653036,0.000209999999999995,15505.33,15505.33,0,0.062565135,0.063,69
"71","9/25/2010",593,2.99481e+12,5050269815,4806240.815,414437823.5,0,0.06222,0.0624,0.0617,0.06202,2152.5,0.061812288,6.38519439899773,-0.000199999999999999,6.14846829591765,0.000109999999999999,684.375,684.375,0,0.062330009,0.0624,70
"72","9/26/2010",402,2.24845e+12,5593161692,4735393.348,682627056.7,0,0.06204,0.06228,0.06186,0.062,12058.125,0.062049581,5.99645208861902,-3.99999999999984e-05,6.38519439899773,-0.000199999999999999,2152.5,2152.5,0,0.061812288,0.0624,71
"73","9/27/2010",998,3.3373e+12,3343988978,4653272.626,655947702.4,0.02,0.06205,0.06228,0.0619,0.0622,10752.245,0.062175429,6.90575327631146,0.000149999999999997,5.99645208861902,-3.99999999999984e-05,12058.125,12058.125,0,0.062049581,0.06228,72
"74","9/28/2010",1499,8.16767e+12,5448742831,4559631.746,199067466.5,0.41,0.06196,0.06271,0.0617,0.0619,7086.153,0.061958295,7.3125534981026,-6.00000000000045e-05,6.90575327631146,0.000149999999999997,10752.245,10752.245,0.02,0.062175429,0.06228,73
"75","9/29/2010",1550,9.40218e+12,6065920000,4509678.234,410497933.1,1.03,0.062,0.062,0.0615,0.06191,23475.642,0.06179982,7.34601020991329,-8.99999999999998e-05,7.3125534981026,-6.00000000000045e-05,7086.153,7086.153,0.41,0.061958295,0.06271,74
"76","9/30/2010",393,4.1615e+12,10589066158,4413210.285,479051830.4,0,0.06174,0.0619,0.06155,0.0619,7917.025,0.061657632,5.97380961186926,0.000159999999999993,7.34601020991329,-8.99999999999998e-05,23475.642,23475.642,1.03,0.06179982,0.062,75
"77","10/1/2010",622,5.82834e+12,9370319634,4347272.352,657304921.9,0.56,0.06189,0.062,0.06189,0.06197,1717.45,0.06198833,6.43294009273918,7.99999999999967e-05,5.97380961186926,0.000159999999999993,7917.025,7917.025,0,0.061657632,0.0619,76
"78","10/2/2010",776,3.63887e+13,46892635022,4276912.425,437620864.8,0.00776615,0.06188,0.06191,0.06125,0.0614,13059.737,0.061449681,6.65415252018322,-0.000479999999999994,6.43294009273918,7.99999999999967e-05,1717.45,1717.45,0.56,0.06198833,0.062,77
"79","10/3/2010",429,7.5755e+12,17658516962,4193067.084,462046857.3,0.00776813,0.06139,0.0614,0.061,0.06111,7172.633,0.061327729,6.06145691892802,-0.000280000000000002,6.65415252018322,-0.000479999999999994,13059.737,13059.737,0.00776615,0.061449681,0.06191,78
"80","10/4/2010",581,5.56013e+13,95699292599,4109974.778,411628544.9,1.09e-06,0.06113,0.062,0.06081,0.0613,33995.369,0.0611815,6.36475075685191,0.000170000000000003,6.06145691892802,-0.000280000000000002,7172.633,7172.633,0.00776813,0.061327729,0.0614,79
"81","10/5/2010",487,1.93722e+13,39778599589,4024375.522,633096698.3,0,0.06132,0.06301,0.0609,0.0614,27526.613,0.061729181,6.18826412308259,8.00000000000037e-05,6.36475075685191,0.000170000000000003,33995.369,33995.369,1.09e-06,0.0611815,0.062,80
"82","10/6/2010",428,1.21501e+13,28388191589,3938700.776,396724989.4,1.09e-06,0.06145,0.0635,0.0612,0.06281,33433.302,0.062550906,6.0591231955818,0.00136000000000001,6.18826412308259,8.00000000000037e-05,27526.613,27526.613,0,0.061729181,0.06301,81
"83","10/7/2010",400,1.27369e+13,31842272500,3860109.528,461158746.8,0,0.06312,0.067,0.0628,0.067,43692.981,0.064376296,5.99146454710798,0.00388000000000001,6.0591231955818,0.00136000000000001,33433.302,33433.302,1.09e-06,0.062550906,0.0635,82
"84","10/8/2010",583,1.53155e+13,26270090909,3765927.979,439715468.1,0,0.067,0.088,0.01,0.08685,139287.286,0.077424366,6.36818718635049,0.01985,5.99146454710798,0.00388000000000001,43692.981,43692.981,0,0.064376296,0.067,83
"85","10/9/2010",579,1.85664e+13,32066305699,3684798.879,471773370.8,0,0.08411,0.12001,0.068,0.0938,187846.954,0.085734012,6.361302477573,0.00968999999999999,6.36818718635049,0.01985,139287.286,139287.286,0,0.077424366,0.088,84
"86","10/10/2010",375,1.18448e+13,31586168000,3595280.157,465447436.6,0,0.093,0.1301,0.07999,0.0965,50684.192,0.096466938,5.92692602597041,0.0035,6.361302477573,0.00968999999999999,187846.954,187846.954,0,0.085734012,0.12001,85
"87","10/11/2010",374,5.48587e+12,14668104278,3514723.198,588784918.9,1.09e-06,0.091,0.103,0.091,0.095,14092.905,0.099002164,5.92425579741453,0.004,5.92692602597041,0.0035,50684.192,50684.192,0,0.096466938,0.1301,86
"88","10/12/2010",390,7.8074e+12,20018961538,3427821.921,369724891.8,0,0.094,0.099,0.082,0.0949,25660.749,0.093404007,5.96614673912369,0.000899999999999998,5.92425579741453,0.004,14092.905,14092.905,1.09e-06,0.099002164,0.103,87
"89","10/13/2010",716,1.14252e+13,15956953911,3330507.608,480276381.8,0,0.092,0.105,0.092,0.105,47557.265,0.095853366,6.57368016696065,0.013,5.96614673912369,0.000899999999999998,25660.749,25660.749,0,0.093404007,0.099,88
"90","10/14/2010",397,1.7791e+13,44813488665,3261527.746,393049132.7,0.35,0.1045,0.1045,0.065,0.102,37217.28,0.099460386,5.98393628068719,-0.0025,6.57368016696065,0.013,47557.265,47557.265,0,0.095853366,0.105,89
"91","10/15/2010",299,1.46466e+13,48985448161,3174611.441,503129997.9,0,0.1,0.119,0.092,0.105,24643.334,0.103675307,5.70044357339069,0.00499999999999999,5.98393628068719,-0.0025,37217.28,37217.28,0.35,0.099460386,0.1045,90
"92","10/16/2010",582,1.98191e+13,34053417526,3088199.129,250050791.5,0,0.1,0.103,0.1,0.101,6284.708,0.100821035,6.36647044773144,0.001,5.70044357339069,0.00499999999999999,24643.334,24643.334,0,0.103675307,0.119,91
"93","10/17/2010",405,1.08492e+13,26788083951,3012762.294,374073620.1,0,0.102,0.1045,0.10001,0.102,18222.191,0.101952688,6.00388706710654,0,6.36647044773144,0.001,6284.708,6284.708,0,0.100821035,0.103,92
"94","10/18/2010",655,2.17546e+13,33213155725,2922559.531,396863147.3,0.02,0.103,0.103,0.097,0.1024,25665.087,0.100979239,6.48463523563525,-0.000599999999999989,6.00388706710654,0,18222.191,18222.191,0,0.101952688,0.1045,93
"95","10/19/2010",1134,2.65634e+13,23424470899,2861798.767,129208904.5,0,0.1,0.1019,0.097,0.097,6235.1,0.099972307,7.0335064842877,-0.003,6.48463523563525,-0.000599999999999989,25665.087,25665.087,0.02,0.100979239,0.103,94
"96","10/20/2010",848,1.99662e+13,23545020047,2926528.907,1822771512,0,0.1,0.103,0.094,0.099,31855,0.101117054,6.7428806357919,-0.001,7.0335064842877,-0.003,6235.1,6235.1,0,0.099972307,0.1019,95
"97","10/21/2010",715,1.86304e+13,26056501785,2958140.61,418067830.5,0.00776615,0.0972,0.109,0.097,0.107,44867,0.102900833,6.57228254269401,0.0098,6.7428806357919,-0.001,31855,31855,0,0.101117054,0.103,96
"98","10/22/2010",766,1.29428e+13,16896622715,2862666.437,558744013.2,0,0.1015,0.10901,0.1015,0.1025,34603.909,0.105925433,6.64118216974059,0.000999999999999987,6.57228254269401,0.0098,44867,44867,0.00776615,0.102900833,0.109,97
"99","10/23/2010",584,4.31453e+12,7387898973,2788888.219,368563522.1,0.05,0.108,0.109,0.10449,0.1055,4423.469,0.108854639,6.36990098282823,-0.0025,6.64118216974059,0.000999999999999987,34603.909,34603.909,0,0.105925433,0.10901,98
"100","10/24/2010",574,1.04794e+13,18256862369,2696143.883,304633289.1,0,0.108,0.19,0.108,0.11501,13800.23,0.113085793,6.35262939631957,0.00701,6.36990098282823,-0.0025,4423.469,4423.469,0.05,0.108854639,0.109,99
"101","10/25/2010",464,1.49995e+13,32326433190,2612770.672,363272367.1,0,0.09009,0.19,0.09009,0.132,30299.635,0.146866476,6.13988455222626,0.04191,6.35262939631957,0.00701,13800.23,13800.23,0,0.113085793,0.19,100
"102","10/26/2010",487,1.81343e+13,37236696099,2544167.021,506706546.2,0,0.133,0.18,0.133,0.1503,19219.125,0.155839114,6.18826412308259,0.0173,6.13988455222626,0.04191,30299.635,30299.635,0,0.146866476,0.19,101
"103","10/27/2010",767,2.0186e+13,26318144720,2470404.465,395747499.3,0,0.151,0.19,0.151,0.1877,65605.872,0.176722259,6.64248680136726,0.0367,6.18826412308259,0.0173,19219.125,19219.125,0,0.155839114,0.18,102
"104","10/28/2010",623,1.87624e+13,30116138042,2382257.059,436008048.5,0,0.1845,0.191,0.1731,0.1731,21525.035,0.186279361,6.43454651878745,-0.0114,6.64248680136726,0.0367,65605.872,65605.872,0,0.176722259,0.19,103
"105","10/29/2010",602,8.60753e+12,14298220930,2301419.787,735347104.8,0,0.1799,0.19,0.173,0.19,28686.852,0.18755944,6.40025744530882,0.0101,6.43454651878745,-0.0114,21525.035,21525.035,0,0.186279361,0.191,104
"106","10/30/2010",359,5.8491e+12,16292768802,2224745.365,553576888.6,0,0.1876,0.199,0.1875,0.1989,26708.94,0.191397863,5.88332238848828,0.0113,6.40025744530882,0.0101,28686.852,28686.852,0,0.18755944,0.19,105
"107","10/31/2010",335,6.49061e+12,19374964179,2127339.012,346523371.8,0,0.194,0.1989,0.171,0.1925,40337.756,0.194097572,5.81413053182507,-0.0015,5.88332238848828,0.0113,26708.94,26708.94,0,0.191397863,0.199,106
"108","11/1/2010",346,4.22573e+12,12213078035,2056628.451,463182902.9,0,0.1925,0.1955,0.172,0.1955,21258.611,0.190499451,5.84643877505772,0.003,5.81413053182507,-0.0015,40337.756,40337.756,0,0.194097572,0.1989,107
"109","11/2/2010",226,6.25261e+12,27666411504,1976634.27,516317224.7,0,0.192,0.195,0.1905,0.1938,5853.394,0.191570859,5.42053499927229,0.0018,5.84643877505772,0.003,21258.611,21258.611,0,0.190499451,0.1955,108
"110","11/3/2010",316,5.698e+12,18031639241,1889071.424,545515727.4,0,0.1938,0.275,0.125,0.1931,61472.627,0.191461065,5.75574221358691,-0.000700000000000006,5.42053499927229,0.0018,5853.394,5853.394,0,0.191570859,0.195,109
"111","11/4/2010",346,1.56798e+13,45317277771,1795336.65,314996254,0,0.1988,0.23601,0.1934,0.23,29698.431,0.209747224,5.84643877505772,0.0312,5.75574221358691,-0.000700000000000006,61472.627,61472.627,0,0.191461065,0.275,110
